Solvent 1,Solvent 2,Weights,Molar Mass,Log Conductivity (log S/cm),salt,temperature
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4273504273504274, 0.4273504273504274]","[222.15, 408.06]",-2.828526188,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4259415437825313, 0.4259415437825313]","[222.15, 408.06]",-2.865717247,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4409482150416255, 0.4409482150416255]","[222.15, 408.06]",-3.229675959,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4444325929086336, 0.4444325929086336]","[222.15, 408.06]",-3.220933831,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.45577604988013093, 0.45577604988013093]","[222.15, 408.06]",-3.171337939,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4025700069242041, 0.4025700069242041]","[222.15, 408.06]",-3.359501687,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.43253717657032625, 0.43253717657032625]","[222.15, 308.07]",-2.145917111,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3885215202070043, 0.3885215202070043]","[222.15, 308.07]",-2.396060074,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.45209591666968063, 0.45209591666968063]","[222.15, 308.07]",-3.079666047,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.45703003601396686, 0.45703003601396686]","[222.15, 308.07]",-2.171404429,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.2756521930888482, 0.2756521930888482]","[222.15, 308.07]",-3.562584613,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.34796648386827383, 0.34796648386827383]","[222.15, 308.07]",-2.572292663,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.41808467050747117, 0.41808467050747117]","[222.15, 308.07]",-2.116562666,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.43403531311307486, 0.43403531311307486]","[222.15, 308.07]",-2.455487559,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3307075156590009, 0.3307075156590009]","[222.15, 308.07]",-2.981091092,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3631213914811722, 0.3631213914811722]","[222.15, 308.07]",-2.920223151,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3504001569792703, 0.3504001569792703]","[222.15, 308.07]",-2.986325689,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.34413457038240236, 0.34413457038240236]","[222.15, 308.07]",-2.587440741,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.37822913120768564, 0.37822913120768564]","[222.15, 308.07]",-2.4263589,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.32342781737971715, 0.32342781737971715]","[222.15, 308.07]",-3.21087749,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4212512848164187, 0.4212512848164187]","[222.15, 308.07]",-2.579487229,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4370629370629371, 0.4370629370629371]","[222.15, 308.07]",-3.803983221,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.41876748354243787, 0.41876748354243787]","[222.15, 308.07]",-4.232926078,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.41945604939514436, 0.41945604939514436]","[222.15, 308.07]",-2.930256497,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3605084611335828, 0.3605084611335828]","[222.15, 308.07]",-2.5049983,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.46043483465785084, 0.46043483465785084]","[222.15, 308.07]",-2.816539102,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.40748467857608556, 0.40748467857608556]","[222.15, 308.07]",-2.928153224,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3993610223642173, 0.3993610223642173]","[222.15, 308.07]",-2.667215594,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4464285714285714, 0.4464285714285714]","[222.15, 308.07]",-2.401829611,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.40983942491331893, 0.40983942491331893]","[222.15, 308.07]",-2.52489647,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4273504273504274, 0.4273504273504274]","[222.15, 308.07]",-2.445061388,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4259415437825313, 0.4259415437825313]","[222.15, 308.07]",-2.483516073,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4409482150416255, 0.4409482150416255]","[222.15, 308.07]",-2.86460464,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4444325929086336, 0.4444325929086336]","[222.15, 308.07]",-2.841705099,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.45577604988013093, 0.45577604988013093]","[222.15, 308.07]",-2.778341652,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4025700069242041, 0.4025700069242041]","[222.15, 308.07]",-3.004782513,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.43253717657032625, 0.43253717657032625]","[222.15, 83.95]",-2.276173492,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.3885215202070043, 0.3885215202070043]","[222.15, 83.95]",-3.181270706,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.45209591666968063, 0.45209591666968063]","[222.15, 83.95]",-3.955490704,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.45703003601396686, 0.45703003601396686]","[222.15, 83.95]",-2.954629427,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.2756521930888482, 0.2756521930888482]","[222.15, 83.95]",-5.228515709,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.34796648386827383, 0.34796648386827383]","[222.15, 83.95]",-3.687559371,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.41808467050747117, 0.41808467050747117]","[222.15, 83.95]",-2.196065746,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.43403531311307486, 0.43403531311307486]","[222.15, 83.95]",-2.172393611,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.3307075156590009, 0.3307075156590009]","[222.15, 83.95]",-3.141034514,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.3631213914811722, 0.3631213914811722]","[222.15, 83.95]",-3.158278003,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.3504001569792703, 0.3504001569792703]","[222.15, 83.95]",-3.270424099,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.34413457038240236, 0.34413457038240236]","[222.15, 83.95]",-3.631325514,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.37822913120768564, 0.37822913120768564]","[222.15, 83.95]",-2.649363138,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.32342781737971715, 0.32342781737971715]","[222.15, 83.95]",-3.828565915,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4212512848164187, 0.4212512848164187]","[222.15, 83.95]",-2.798760226,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4370629370629371, 0.4370629370629371]","[222.15, 83.95]",-4.011249848,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.41876748354243787, 0.41876748354243787]","[222.15, 83.95]",-3.737862288,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.41945604939514436, 0.41945604939514436]","[222.15, 83.95]",-3.96109335,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.3605084611335828, 0.3605084611335828]","[222.15, 83.95]",-3.546399288,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.46043483465785084, 0.46043483465785084]","[222.15, 83.95]",-2.406824478,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.40748467857608556, 0.40748467857608556]","[222.15, 83.95]",-2.866264353,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.3993610223642173, 0.3993610223642173]","[222.15, 83.95]",-3.34284788,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4464285714285714, 0.4464285714285714]","[222.15, 83.95]",-3.131686236,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.40983942491331893, 0.40983942491331893]","[222.15, 83.95]",-3.033207115,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4273504273504274, 0.4273504273504274]","[222.15, 83.95]",-3.013274824,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4259415437825313, 0.4259415437825313]","[222.15, 83.95]",-2.989331509,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4409482150416255, 0.4409482150416255]","[222.15, 83.95]",-2.445554496,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4444325929086336, 0.4444325929086336]","[222.15, 83.95]",-3.820329503,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.45577604988013093, 0.45577604988013093]","[222.15, 83.95]",-3.861552949,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,ClCCl,"[0.4025700069242041, 0.4025700069242041]","[222.15, 83.95]",-3.996547703,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.43253717657032625, 0.43253717657032625]","[222.15, 324.13]",-1.988648102,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3885215202070043, 0.3885215202070043]","[222.15, 324.13]",-2.240357319,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.45209591666968063, 0.45209591666968063]","[222.15, 324.13]",-3.089515146,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.45703003601396686, 0.45703003601396686]","[222.15, 324.13]",-1.947255243,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.2756521930888482, 0.2756521930888482]","[222.15, 324.13]",-3.30704313,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.34796648386827383, 0.34796648386827383]","[222.15, 324.13]",-2.432842287,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.41808467050747117, 0.41808467050747117]","[222.15, 324.13]",-1.769122616,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.43403531311307486, 0.43403531311307486]","[222.15, 324.13]",-1.865102673,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3307075156590009, 0.3307075156590009]","[222.15, 324.13]",-2.720605923,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3631213914811722, 0.3631213914811722]","[222.15, 324.13]",-2.692594025,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3504001569792703, 0.3504001569792703]","[222.15, 324.13]",-2.782979594,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.34413457038240236, 0.34413457038240236]","[222.15, 324.13]",-2.449526356,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.37822913120768564, 0.37822913120768564]","[222.15, 324.13]",-2.167760713,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.32342781737971715, 0.32342781737971715]","[222.15, 324.13]",-3.081260784,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4212512848164187, 0.4212512848164187]","[222.15, 324.13]",-2.283354706,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4370629370629371, 0.4370629370629371]","[222.15, 324.13]",-3.774916126,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.41876748354243787, 0.41876748354243787]","[222.15, 324.13]",-4.114372846,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.41945604939514436, 0.41945604939514436]","[222.15, 324.13]",-2.762156327,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3605084611335828, 0.3605084611335828]","[222.15, 324.13]",-2.360521607,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.46043483465785084, 0.46043483465785084]","[222.15, 324.13]",-2.036481327,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.40748467857608556, 0.40748467857608556]","[222.15, 324.13]",-2.835658744,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3993610223642173, 0.3993610223642173]","[222.15, 324.13]",-2.318265662,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4464285714285714, 0.4464285714285714]","[222.15, 324.13]",-2.226427769,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.40983942491331893, 0.40983942491331893]","[222.15, 324.13]",-2.220117652,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4273504273504274, 0.4273504273504274]","[222.15, 324.13]",-2.136489616,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4259415437825313, 0.4259415437825313]","[222.15, 324.13]",-2.339973377,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4409482150416255, 0.4409482150416255]","[222.15, 324.13]",-2.094367777,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4444325929086336, 0.4444325929086336]","[222.15, 324.13]",-2.663595318,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.45577604988013093, 0.45577604988013093]","[222.15, 324.13]",-2.595686202,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4025700069242041, 0.4025700069242041]","[222.15, 324.13]",-2.843449074,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.43253717657032625, 0.43253717657032625]","[222.15, 86.04]",-2.902540998,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.3885215202070043, 0.3885215202070043]","[222.15, 86.04]",-3.758492258,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.45209591666968063, 0.45209591666968063]","[222.15, 86.04]",-4.177659745,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.45703003601396686, 0.45703003601396686]","[222.15, 86.04]",-3.631827522,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.2756521930888482, 0.2756521930888482]","[222.15, 86.04]",-5.110609791,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.34796648386827383, 0.34796648386827383]","[222.15, 86.04]",-3.833964583,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.41808467050747117, 0.41808467050747117]","[222.15, 86.04]",-2.7471563,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.43403531311307486, 0.43403531311307486]","[222.15, 86.04]",-2.803624844,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.3307075156590009, 0.3307075156590009]","[222.15, 86.04]",-3.681711209,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.3631213914811722, 0.3631213914811722]","[222.15, 86.04]",-3.842056356,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.3504001569792703, 0.3504001569792703]","[222.15, 86.04]",-3.926950687,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.34413457038240236, 0.34413457038240236]","[222.15, 86.04]",-3.857521156,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.37822913120768564, 0.37822913120768564]","[222.15, 86.04]",-3.136978688,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.32342781737971715, 0.32342781737971715]","[222.15, 86.04]",-4.250844104,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4212512848164187, 0.4212512848164187]","[222.15, 86.04]",-3.448573192,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4370629370629371, 0.4370629370629371]","[222.15, 86.04]",-4.638034804,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.41876748354243787, 0.41876748354243787]","[222.15, 86.04]",-4.781137649,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.41945604939514436, 0.41945604939514436]","[222.15, 86.04]",-4.542483101,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.3605084611335828, 0.3605084611335828]","[222.15, 86.04]",-3.79128733,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.46043483465785084, 0.46043483465785084]","[222.15, 86.04]",-3.710915378,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.40748467857608556, 0.40748467857608556]","[222.15, 86.04]",-3.643278183,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.3993610223642173, 0.3993610223642173]","[222.15, 86.04]",-3.995214651,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4464285714285714, 0.4464285714285714]","[222.15, 86.04]",-3.844214814,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.40983942491331893, 0.40983942491331893]","[222.15, 86.04]",-3.665150564,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4273504273504274, 0.4273504273504274]","[222.15, 86.04]",-3.690218355,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4259415437825313, 0.4259415437825313]","[222.15, 86.04]",-3.8445977,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4409482150416255, 0.4409482150416255]","[222.15, 86.04]",-3.699731595,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4444325929086336, 0.4444325929086336]","[222.15, 86.04]",-4.477488869,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.45577604988013093, 0.45577604988013093]","[222.15, 86.04]",-4.499385728,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1CCCO1,"[0.4025700069242041, 0.4025700069242041]","[222.15, 86.04]",-4.555039471,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1OCCO1,"[0.43253717657032625, 0.43253717657032625]","[222.15, 88.02]",-2.872655171,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1OCCO1,"[0.3885215202070043, 0.3885215202070043]","[222.15, 88.02]",-3.840704018,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1OCCO1,"[0.45209591666968063, 0.45209591666968063]","[222.15, 88.02]",-4.263928962,F[P-](F)(F)(F)(F)F.[Li+],20
COCCOCCOCCOCCOC,O=C1OCCO1,"[0.45703003601396686, 0.45703003601396686]","[222.15, 88.02]",-3.600508361,F[P-](F)(F)(F)(F)F.[Li+],20
