Solvent 1,Solvent 2,Weights,Molar Mass,Log Conductivity (log S/cm),salt,temperature
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.3885215202070043, 0.3885215202070043]","[1552.53, 76.05]",-2.889307791,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.45209591666968063, 0.45209591666968063]","[1552.53, 76.05]",-3.147431859,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.45703003601396686, 0.45703003601396686]","[1552.53, 76.05]",-2.822463812,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.2756521930888482, 0.2756521930888482]","[1552.53, 76.05]",-4.161029377,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.34796648386827383, 0.34796648386827383]","[1552.53, 76.05]",-3.035668203,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.41808467050747117, 0.41808467050747117]","[1552.53, 76.05]",-2.862424522,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.43403531311307486, 0.43403531311307486]","[1552.53, 76.05]",-3.228250783,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.3307075156590009, 0.3307075156590009]","[1552.53, 76.05]",-3.445437864,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.3631213914811722, 0.3631213914811722]","[1552.53, 76.05]",-3.404028539,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.3504001569792703, 0.3504001569792703]","[1552.53, 76.05]",-3.465510195,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.34413457038240236, 0.34413457038240236]","[1552.53, 76.05]",-3.059036225,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.37822913120768564, 0.37822913120768564]","[1552.53, 76.05]",-3.130420534,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.32342781737971715, 0.32342781737971715]","[1552.53, 76.05]",-3.654901372,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4212512848164187, 0.4212512848164187]","[1552.53, 76.05]",-3.058695916,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4370629370629371, 0.4370629370629371]","[1552.53, 76.05]",-3.847552489,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.41876748354243787, 0.41876748354243787]","[1552.53, 76.05]",-4.274671114,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.41945604939514436, 0.41945604939514436]","[1552.53, 76.05]",-3.516721445,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.3605084611335828, 0.3605084611335828]","[1552.53, 76.05]",-2.979385984,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.46043483465785084, 0.46043483465785084]","[1552.53, 76.05]",-3.630856735,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.40748467857608556, 0.40748467857608556]","[1552.53, 76.05]",-3.299298343,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.3993610223642173, 0.3993610223642173]","[1552.53, 76.05]",-3.236122408,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4464285714285714, 0.4464285714285714]","[1552.53, 76.05]",-3.037786311,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.40983942491331893, 0.40983942491331893]","[1552.53, 76.05]",-3.108730324,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4273504273504274, 0.4273504273504274]","[1552.53, 76.05]",-3.053839903,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4259415437825313, 0.4259415437825313]","[1552.53, 76.05]",-3.090288927,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4409482150416255, 0.4409482150416255]","[1552.53, 76.05]",-3.60972001,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4444325929086336, 0.4444325929086336]","[1552.53, 76.05]",-3.45525314,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.45577604988013093, 0.45577604988013093]","[1552.53, 76.05]",-3.411638181,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,COCOC,"[0.4025700069242041, 0.4025700069242041]","[1552.53, 76.05]",-3.571750125,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.43253717657032625, 0.43253717657032625]","[1552.53, 408.06]",-2.90346728,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3885215202070043, 0.3885215202070043]","[1552.53, 408.06]",-3.088767473,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.45209591666968063, 0.45209591666968063]","[1552.53, 408.06]",-3.376579026,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.45703003601396686, 0.45703003601396686]","[1552.53, 408.06]",-3.054110489,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.2756521930888482, 0.2756521930888482]","[1552.53, 408.06]",-4.302455448,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.34796648386827383, 0.34796648386827383]","[1552.53, 408.06]",-3.212035937,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.41808467050747117, 0.41808467050747117]","[1552.53, 408.06]",-2.861979479,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.43403531311307486, 0.43403531311307486]","[1552.53, 408.06]",-3.077844041,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3307075156590009, 0.3307075156590009]","[1552.53, 408.06]",-3.624622276,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3631213914811722, 0.3631213914811722]","[1552.53, 408.06]",-3.588077271,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3504001569792703, 0.3504001569792703]","[1552.53, 408.06]",-3.643111737,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.34413457038240236, 0.34413457038240236]","[1552.53, 408.06]",-3.233461792,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.37822913120768564, 0.37822913120768564]","[1552.53, 408.06]",-3.15686959,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.32342781737971715, 0.32342781737971715]","[1552.53, 408.06]",-3.818831044,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4212512848164187, 0.4212512848164187]","[1552.53, 408.06]",-3.330549116,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4370629370629371, 0.4370629370629371]","[1552.53, 408.06]",-3.66131459,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.41876748354243787, 0.41876748354243787]","[1552.53, 408.06]",-4.096228441,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.41945604939514436, 0.41945604939514436]","[1552.53, 408.06]",-3.729323693,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3605084611335828, 0.3605084611335828]","[1552.53, 408.06]",-3.162110713,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.46043483465785084, 0.46043483465785084]","[1552.53, 408.06]",-3.647628924,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.40748467857608556, 0.40748467857608556]","[1552.53, 408.06]",-3.628090051,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3993610223642173, 0.3993610223642173]","[1552.53, 408.06]",-3.438539401,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4464285714285714, 0.4464285714285714]","[1552.53, 408.06]",-3.264059984,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.40983942491331893, 0.40983942491331893]","[1552.53, 408.06]",-3.316458015,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4273504273504274, 0.4273504273504274]","[1552.53, 408.06]",-3.270443384,F[P-](F)(F)(F)(F)F.[Li+],20
CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4259415437825313, 0.4259415437825313]","[1552.53, 408.06]",-3.306178411,F[P-](F)(F)(F)(F)F.[Li+],20
